SEX,AGE,CCYY,H,obs_value,sd_value
M,25-29,2010,1,230.3000000000,
M,30-34,2010,1,223.3000000000,
M,35-39,2010,1,238.7000000000,
M,40-44,2010,1,250.0000000000,
M,45-49,2010,1,307.7000000000,
M,5-9,2010,1,131.1000000000,
M,50-54,2010,1,307.7000000000,
M,55-59,2010,1,243.7000000000,
M,60-64,2010,1,188.2000000000,
M,65-69,2010,1,119.3000000000,
M,70-74,2010,1,116.7000000000,
M,75-79,2010,1,96.3000000000,
M,80-84,2010,1,57.6000000000,
M,85_and_over,2010,1,37.8000000000,
,,2010,2,7052.1000000000,
,0-4,2010,2,248.6000000000,
,10-14,2010,2,339.6000000000,
,15-19,2010,2,425.5000000000,
,20-24,2010,2,453.7000000000,
,25-29,2010,2,533.0000000000,
,30-34,2010,2,545.4000000000,
,35-39,2010,2,564.1000000000,
,40-44,2010,2,576.9000000000,
,45-49,2010,2,655.5000000000,
,5-9,2010,2,243.9000000000,
,50-54,2010,2,636.6000000000,
,55-59,2010,2,500.3000000000,
,60-64,2010,2,396.2000000000,
,65-69,2010,2,228.6000000000,
,70-74,2010,2,234.5000000000,
,75-79,2010,2,203.2000000000,
,80-84,2010,2,143.8000000000,
,85_and_over,2010,2,122.7000000000,
F,,2010,2,3751.4000000000,
F,0-4,2010,2,119.1000000000,
F,10-14,2010,2,164.9000000000,
F,15-19,2010,2,206.7000000000,
F,20-24,2010,2,231.6000000000,
F,25-29,2010,2,304.1000000000,
F,30-34,2010,2,320.2000000000,
F,35-39,2010,2,328.4000000000,
F,40-44,2010,2,330.7000000000,
F,45-49,2010,2,356.1000000000,
F,5-9,2010,2,117.5000000000,
F,50-54,2010,2,324.0000000000,
F,55-59,2010,2,252.5000000000,
F,60-64,2010,2,197.5000000000,
F,65-69,2010,2,109.2000000000,
F,70-74,2010,2,116.4000000000,
F,75-79,2010,2,107.0000000000,
F,80-84,2010,2,82.7000000000,
F,85_and_over,2010,2,82.8000000000,
M,,2010,2,3300.7000000000,
M,0-4,2010,2,129.5000000000,
M,10-14,2010,2,174.7000000000,
M,15-19,2010,2,218.8000000000,
M,20-24,2010,2,222.1000000000,
M,25-29,2010,2,228.9000000000,
M,30-34,2010,2,225.2000000000,
M,35-39,2010,2,235.7000000000,
M,40-44,2010,2,246.2000000000,
M,45-49,2010,2,299.4000000000,
M,5-9,2010,2,126.4000000000,
M,50-54,2010,2,312.6000000000,
M,55-59,2010,2,247.8000000000,
M,60-64,2010,2,198.7000000000,
M,65-69,2010,2,119.4000000000,
M,70-74,2010,2,118.1000000000,
M,75-79,2010,2,96.2000000000,
M,80-84,2010,2,61.1000000000,
M,85_and_over,2010,2,39.9000000000,
,,2011,1,7071.6000000000,
,0-4,2011,1,249.2000000000,
,10-14,2011,1,331.1000000000,
,15-19,2011,1,423.7000000000,
,20-24,2011,1,451.5000000000,
,25-29,2011,1,534.1000000000,
,30-34,2011,1,550.0000000000,
,35-39,2011,1,562.6000000000,
,40-44,2011,1,572.7000000000,
,45-49,2011,1,651.7000000000,
,5-9,2011,1,243.2000000000,
,50-54,2011,1,637.7000000000,
,55-59,2011,1,513.1000000000,
,60-64,2011,1,409.6000000000,
,65-69,2011,1,234.3000000000,
,70-74,2011,1,230.4000000000,
,75-79,2011,1,205.2000000000,
,80-84,2011,1,146.1000000000,
,85_and_over,2011,1,125.4000000000,
F,,2011,1,3768.6000000000,
F,0-4,2011,1,119.7000000000,
F,10-14,2011,1,160.2000000000,
F,15-19,2011,1,206.4000000000,
F,20-24,2011,1,229.8000000000,
F,25-29,2011,1,304.6000000000,
F,30-34,2011,1,324.2000000000,
F,35-39,2011,1,328.1000000000,
F,40-44,2011,1,330.0000000000,
F,45-49,2011,1,356.4000000000,
F,5-9,2011,1,117.4000000000,
F,50-54,2011,1,324.9000000000,
F,55-59,2011,1,259.2000000000,
F,60-64,2011,1,204.5000000000,
F,65-69,2011,1,112.8000000000,
F,70-74,2011,1,113.7000000000,
F,75-79,2011,1,108.2000000000,
F,80-84,2011,1,83.8000000000,
F,85_and_over,2011,1,84.7000000000,
M,,2011,1,3303.0000000000,
M,0-4,2011,1,129.5000000000,
M,10-14,2011,1,170.9000000000,
M,15-19,2011,1,217.3000000000,
M,20-24,2011,1,221.7000000000,
M,25-29,2011,1,229.5000000000,
M,30-34,2011,1,225.8000000000,
M,35-39,2011,1,234.5000000000,
M,40-44,2011,1,242.7000000000,
M,45-49,2011,1,295.3000000000,
M,5-9,2011,1,125.8000000000,
M,50-54,2011,1,312.8000000000,
M,55-59,2011,1,253.9000000000,
M,60-64,2011,1,205.1000000000,
M,65-69,2011,1,121.5000000000,
M,70-74,2011,1,116.7000000000,
M,75-79,2011,1,97.0000000000,
M,80-84,2011,1,62.3000000000,
M,85_and_over,2011,1,40.7000000000,
,,2011,2,7109.5000000000,
,0-4,2011,2,254.9000000000,
,10-14,2011,2,310.9000000000,
,15-19,2011,2,422.4000000000,
,20-24,2011,2,455.0000000000,
,25-29,2011,2,531.3000000000,
,30-34,2011,2,554.0000000000,
,35-39,2011,2,564.8000000000,
,40-44,2011,2,571.4000000000,
,45-49,2011,2,647.0000000000,
,5-9,2011,2,248.7000000000,
,50-54,2011,2,636.1000000000,
,55-59,2011,2,528.9000000000,
,60-64,2011,2,419.4000000000,
,65-69,2011,2,250.2000000000,
,70-74,2011,2,225.4000000000,
,75-79,2011,2,207.8000000000,
,80-84,2011,2,149.7000000000,
,85_and_over,2011,2,131.6000000000,
F,,2011,2,3795.2000000000,
F,0-4,2011,2,122.4000000000,
F,10-14,2011,2,150.4000000000,
F,15-19,2011,2,205.5000000000,
F,20-24,2011,2,231.1000000000,
F,25-29,2011,2,303.8000000000,
F,30-34,2011,2,327.2000000000,
F,35-39,2011,2,330.3000000000,
F,40-44,2011,2,330.7000000000,
F,45-49,2011,2,355.7000000000,
F,5-9,2011,2,120.3000000000,
F,50-54,2011,2,325.2000000000,
F,55-59,2011,2,267.4000000000,
F,60-64,2011,2,209.7000000000,
F,65-69,2011,2,121.6000000000,
F,70-74,2011,2,110.6000000000,
F,75-79,2011,2,109.7000000000,
F,80-84,2011,2,84.9000000000,
F,85_and_over,2011,2,88.7000000000,
M,,2011,2,3314.3000000000,
M,0-4,2011,2,132.5000000000,
M,10-14,2011,2,160.5000000000,
M,15-19,2011,2,216.9000000000,
M,20-24,2011,2,223.9000000000,
M,25-29,2011,2,227.5000000000,
M,30-34,2011,2,226.8000000000,
M,35-39,2011,2,234.5000000000,
M,40-44,2011,2,240.7000000000,
M,45-49,2011,2,291.3000000000,
M,5-9,2011,2,128.4000000000,
M,50-54,2011,2,310.9000000000,
M,55-59,2011,2,261.5000000000,
M,60-64,2011,2,209.7000000000,
M,65-69,2011,2,128.6000000000,
M,70-74,2011,2,114.8000000000,
M,75-79,2011,2,98.1000000000,
M,80-84,2011,2,64.8000000000,
M,85_and_over,2011,2,42.9000000000,
,,2012,1,7150.1000000000,
,0-4,2012,1,262.3000000000,
,10-14,2012,1,306.4000000000,
,15-19,2012,1,419.7000000000,
,20-24,2012,1,457.8000000000,
,25-29,2012,1,528.8000000000,
,30-34,2012,1,561.2000000000,
,35-39,2012,1,566.0000000000,
,40-44,2012,1,575.9000000000,
,45-49,2012,1,637.4000000000,
,5-9,2012,1,244.2000000000,
,50-54,2012,1,641.4000000000,
,55-59,2012,1,540.6000000000,
,60-64,2012,1,428.5000000000,
,65-69,2012,1,264.4000000000,
,70-74,2012,1,221.1000000000,
,75-79,2012,1,208.9000000000,
,80-84,2012,1,151.0000000000,
,85_and_over,2012,1,134.5000000000,
F,,2012,1,3822.8000000000,
F,0-4,2012,1,126.0000000000,
F,10-14,2012,1,148.1000000000,
F,15-19,2012,1,204.4000000000,
F,20-24,2012,1,231.5000000000,
F,25-29,2012,1,302.8000000000,
F,30-34,2012,1,332.8000000000,
F,35-39,2012,1,331.5000000000,
F,40-44,2012,1,334.7000000000,
F,45-49,2012,1,351.3000000000,
F,5-9,2012,1,118.4000000000,
F,50-54,2012,1,329.6000000000,
F,55-59,2012,1,273.1000000000,
F,60-64,2012,1,214.8000000000,
F,65-69,2012,1,129.6000000000,
F,70-74,2012,1,108.3000000000,
F,75-79,2012,1,109.8000000000,
F,80-84,2012,1,85.6000000000,
F,85_and_over,2012,1,90.5000000000,
M,,2012,1,3327.3000000000,
M,0-4,2012,1,136.3000000000,
M,10-14,2012,1,158.3000000000,
M,15-19,2012,1,215.3000000000,
M,20-24,2012,1,226.3000000000,
M,25-29,2012,1,226.0000000000,
M,30-34,2012,1,228.4000000000,
M,35-39,2012,1,234.5000000000,
M,40-44,2012,1,241.2000000000,
M,45-49,2012,1,286.1000000000,
M,5-9,2012,1,125.8000000000,
M,50-54,2012,1,311.8000000000,
M,55-59,2012,1,267.5000000000,
M,60-64,2012,1,213.7000000000,
M,65-69,2012,1,134.8000000000,
M,70-74,2012,1,112.8000000000,
M,75-79,2012,1,99.1000000000,
M,80-84,2012,1,65.4000000000,
M,85_and_over,2012,1,44.0000000000,
,,2012,2,7171.0000000000,
,0-4,2012,2,264.2000000000,
,10-14,2012,2,288.6000000000,
,15-19,2012,2,414.7000000000,
,20-24,2012,2,458.4000000000,
,25-29,2012,2,521.1000000000,
,30-34,2012,2,567.3000000000,
,35-39,2012,2,560.2000000000,
,40-44,2012,2,577.6000000000,
,45-49,2012,2,622.2000000000,
,5-9,2012,2,252.6000000000,
,50-54,2012,2,648.6000000000,
,55-59,2012,2,554.7000000000,
,60-64,2012,2,437.0000000000,
,65-69,2012,2,281.1000000000,
,70-74,2012,2,216.2000000000,
,75-79,2012,2,211.9000000000,
,80-84,2012,2,153.8000000000,
,85_and_over,2012,2,140.8000000000,
F,,2012,2,3838.9000000000,
F,0-4,2012,2,127.4000000000,
F,10-14,2012,2,139.4000000000,
F,15-19,2012,2,201.7000000000,
F,20-24,2012,2,231.4000000000,
F,25-29,2012,2,298.1000000000,
F,30-34,2012,2,337.1000000000,
F,35-39,2012,2,329.1000000000,
F,40-44,2012,2,337.0000000000,
F,45-49,2012,2,343.7000000000,
F,5-9,2012,2,122.3000000000,
F,50-54,2012,2,335.3000000000,
F,55-59,2012,2,280.7000000000,
F,60-64,2012,2,219.5000000000,
F,65-69,2012,2,138.7000000000,
F,70-74,2012,2,105.6000000000,
F,75-79,2012,2,110.8000000000,
F,80-84,2012,2,86.7000000000,
F,85_and_over,2012,2,94.4000000000,
M,,2012,2,3332.1000000000,
M,0-4,2012,2,136.8000000000,
M,10-14,2012,2,149.2000000000,
M,15-19,2012,2,213.0000000000,
M,20-24,2012,2,227.0000000000,
M,25-29,2012,2,223.0000000000,
M,30-34,2012,2,230.2000000000,
M,35-39,2012,2,231.1000000000,
M,40-44,2012,2,240.6000000000,
M,45-49,2012,2,278.5000000000,
M,5-9,2012,2,130.3000000000,
M,50-54,2012,2,313.3000000000,
M,55-59,2012,2,274.0000000000,
M,60-64,2012,2,217.5000000000,
M,65-69,2012,2,142.4000000000,
M,70-74,2012,2,110.6000000000,
M,75-79,2012,2,101.1000000000,
M,80-84,2012,2,67.1000000000,
M,85_and_over,2012,2,46.4000000000,
,,2013,1,7178.9000000000,
,0-4,2013,1,259.7000000000,
,10-14,2013,1,288.7000000000,
,15-19,2013,1,405.7000000000,
,20-24,2013,1,457.5000000000,
,25-29,2013,1,516.5000000000,
,30-34,2013,1,573.3000000000,
,35-39,2013,1,558.3000000000,
,40-44,2013,1,577.5000000000,
,45-49,2013,1,607.8000000000,
,5-9,2013,1,248.1000000000,
,50-54,2013,1,654.2000000000,
,55-59,2013,1,569.1000000000,
,60-64,2013,1,442.6000000000,
,65-69,2013,1,295.1000000000,
,70-74,2013,1,213.1000000000,
,75-79,2013,1,210.2000000000,
,80-84,2013,1,157.6000000000,
,85_and_over,2013,1,143.9000000000,
F,,2013,1,3849.0000000000,
F,0-4,2013,1,125.5000000000,
F,10-14,2013,1,139.5000000000,
F,15-19,2013,1,197.0000000000,
F,20-24,2013,1,231.2000000000,
F,25-29,2013,1,294.7000000000,
F,30-34,2013,1,341.4000000000,
F,35-39,2013,1,328.8000000000,
F,40-44,2013,1,337.7000000000,
F,45-49,2013,1,337.0000000000,
F,5-9,2013,1,120.2000000000,
F,50-54,2013,1,340.4000000000,
F,55-59,2013,1,288.0000000000,
F,60-64,2013,1,222.7000000000,
F,65-69,2013,1,146.4000000000,
F,70-74,2013,1,103.6000000000,
F,75-79,2013,1,109.8000000000,
F,80-84,2013,1,88.3000000000,
F,85_and_over,2013,1,96.8000000000,
M,,2013,1,3329.9000000000,
M,0-4,2013,1,134.2000000000,
M,10-14,2013,1,149.2000000000,
M,15-19,2013,1,208.7000000000,
M,20-24,2013,1,226.3000000000,
M,25-29,2013,1,221.8000000000,
M,30-34,2013,1,231.9000000000,
M,35-39,2013,1,229.5000000000,
M,40-44,2013,1,239.8000000000,
M,45-49,2013,1,270.8000000000,
M,5-9,2013,1,127.9000000000,
M,50-54,2013,1,313.8000000000,
M,55-59,2013,1,281.1000000000,
M,60-64,2013,1,219.9000000000,
M,65-69,2013,1,148.7000000000,
M,70-74,2013,1,109.5000000000,
M,75-79,2013,1,100.4000000000,
M,80-84,2013,1,69.3000000000,
M,85_and_over,2013,1,47.1000000000,
,,2013,2,7210.9000000000,
,0-4,2013,2,258.5000000000,
,10-14,2013,2,277.6000000000,
,15-19,2013,2,399.2000000000,
,20-24,2013,2,452.4000000000,
,25-29,2013,2,516.1000000000,
,30-34,2013,2,577.3000000000,
,35-39,2013,2,557.5000000000,
,40-44,2013,2,576.6000000000,
,45-49,2013,2,597.4000000000,
,5-9,2013,2,259.3000000000,
,50-54,2013,2,655.4000000000,
,55-59,2013,2,585.3000000000,
,60-64,2013,2,452.0000000000,
,65-69,2013,2,312.0000000000,
,70-74,2013,2,209.9000000000,
,75-79,2013,2,210.4000000000,
,80-84,2013,2,163.4000000000,
,85_and_over,2013,2,150.6000000000,
F,,2013,2,3870.4000000000,
F,0-4,2013,2,124.6000000000,
F,10-14,2013,2,134.7000000000,
F,15-19,2013,2,193.9000000000,
F,20-24,2013,2,228.3000000000,
F,25-29,2013,2,292.6000000000,
F,30-34,2013,2,344.4000000000,
F,35-39,2013,2,329.1000000000,
F,40-44,2013,2,337.4000000000,
F,45-49,2013,2,332.9000000000,
F,5-9,2013,2,125.4000000000,
F,50-54,2013,2,344.2000000000,
F,55-59,2013,2,296.6000000000,
F,60-64,2013,2,227.9000000000,
F,65-69,2013,2,155.5000000000,
F,70-74,2013,2,101.4000000000,
F,75-79,2013,2,110.2000000000,
F,80-84,2013,2,90.4000000000,
F,85_and_over,2013,2,100.9000000000,
M,,2013,2,3340.5000000000,
M,0-4,2013,2,133.9000000000,
M,10-14,2013,2,142.9000000000,
M,15-19,2013,2,205.3000000000,
M,20-24,2013,2,224.1000000000,
M,25-29,2013,2,223.5000000000,
M,30-34,2013,2,232.9000000000,
M,35-39,2013,2,228.4000000000,
M,40-44,2013,2,239.2000000000,
M,45-49,2013,2,264.5000000000,
M,5-9,2013,2,133.9000000000,
M,50-54,2013,2,311.2000000000,
M,55-59,2013,2,288.7000000000,
M,60-64,2013,2,224.1000000000,
M,65-69,2013,2,156.5000000000,
M,70-74,2013,2,108.5000000000,
M,75-79,2013,2,100.2000000000,
M,80-84,2013,2,73.0000000000,
M,85_and_over,2013,2,49.7000000000,
,,2014,1,7229.5000000000,
,0-4,2014,1,265.5000000000,
,10-14,2014,1,275.3000000000,
,15-19,2014,1,386.5000000000,
,20-24,2014,1,450.8000000000,
,25-29,2014,1,515.0000000000,
,30-34,2014,1,579.0000000000,
,35-39,2014,1,556.3000000000,
,40-44,2014,1,578.1000000000,
,45-49,2014,1,587.1000000000,
,5-9,2014,1,262.7000000000,
,50-54,2014,1,658.5000000000,
,55-59,2014,1,590.8000000000,
,60-64,2014,1,460.1000000000,
,65-69,2014,1,326.3000000000,
,70-74,2014,1,211.5000000000,
,75-79,2014,1,209.3000000000,
,80-84,2014,1,164.7000000000,
,85_and_over,2014,1,152.0000000000,
F,,2014,1,3885.0000000000,
F,0-4,2014,1,128.1000000000,
F,10-14,2014,1,133.8000000000,
F,15-19,2014,1,188.0000000000,
F,20-24,2014,1,227.0000000000,
F,25-29,2014,1,290.8000000000,
F,30-34,2014,1,346.0000000000,
F,35-39,2014,1,329.5000000000,
F,40-44,2014,1,338.4000000000,
F,45-49,2014,1,329.1000000000,
F,5-9,2014,1,126.7000000000,
F,50-54,2014,1,347.9000000000,
F,55-59,2014,1,299.2000000000,
F,60-64,2014,1,232.6000000000,
F,65-69,2014,1,163.3000000000,
F,70-74,2014,1,101.9000000000,
F,75-79,2014,1,109.4000000000,
F,80-84,2014,1,91.4000000000,
F,85_and_over,2014,1,101.9000000000,
M,,2014,1,3344.5000000000,
M,0-4,2014,1,137.4000000000,
M,10-14,2014,1,141.5000000000,
M,15-19,2014,1,198.5000000000,
M,20-24,2014,1,223.8000000000,
M,25-29,2014,1,224.2000000000,
M,30-34,2014,1,233.0000000000,
M,35-39,2014,1,226.8000000000,
M,40-44,2014,1,239.7000000000,
M,45-49,2014,1,258.0000000000,
M,5-9,2014,1,136.0000000000,
M,50-54,2014,1,310.6000000000,
M,55-59,2014,1,291.6000000000,
M,60-64,2014,1,227.5000000000,
M,65-69,2014,1,163.0000000000,
M,70-74,2014,1,109.6000000000,
M,75-79,2014,1,99.9000000000,
M,80-84,2014,1,73.3000000000,
M,85_and_over,2014,1,50.1000000000,
,,2014,2,7252.9000000000,
,0-4,2014,2,271.2000000000,
,10-14,2014,2,270.2000000000,
,15-19,2014,2,373.5000000000,
,20-24,2014,2,449.7000000000,
,25-29,2014,2,512.5000000000,
,30-34,2014,2,577.1000000000,
,35-39,2014,2,555.3000000000,
,40-44,2014,2,579.2000000000,
,45-49,2014,2,575.4000000000,
,5-9,2014,2,268.4000000000,
,50-54,2014,2,659.6000000000,
,55-59,2014,2,598.9000000000,
,60-64,2014,2,466.2000000000,
,65-69,2014,2,346.9000000000,
,70-74,2014,2,213.6000000000,
,75-79,2014,2,209.9000000000,
,80-84,2014,2,167.7000000000,
,85_and_over,2014,2,157.6000000000,
F,,2014,2,3900.9000000000,
F,0-4,2014,2,130.9000000000,
F,10-14,2014,2,131.6000000000,
F,15-19,2014,2,181.3000000000,
F,20-24,2014,2,226.3000000000,
F,25-29,2014,2,288.0000000000,
F,30-34,2014,2,344.3000000000,
F,35-39,2014,2,330.2000000000,
F,40-44,2014,2,339.6000000000,
F,45-49,2014,2,324.9000000000,
F,5-9,2014,2,129.1000000000,
F,50-54,2014,2,351.2000000000,
F,55-59,2014,2,303.3000000000,
F,60-64,2014,2,236.1000000000,
F,65-69,2014,2,174.2000000000,
F,70-74,2014,2,103.0000000000,
F,75-79,2014,2,109.0000000000,
F,80-84,2014,2,92.8000000000,
F,85_and_over,2014,2,105.1000000000,
M,,2014,2,3352.0000000000,
M,0-4,2014,2,140.3000000000,
M,10-14,2014,2,138.6000000000,
M,15-19,2014,2,192.2000000000,
M,20-24,2014,2,223.4000000000,
M,25-29,2014,2,224.5000000000,
M,30-34,2014,2,232.8000000000,
M,35-39,2014,2,225.1000000000,
M,40-44,2014,2,239.6000000000,
M,45-49,2014,2,250.5000000000,
M,5-9,2014,2,139.3000000000,
M,50-54,2014,2,308.4000000000,
M,55-59,2014,2,295.6000000000,
M,60-64,2014,2,230.1000000000,
M,65-69,2014,2,172.7000000000,
M,70-74,2014,2,110.6000000000,
M,75-79,2014,2,100.9000000000,
M,80-84,2014,2,74.9000000000,
M,85_and_over,2014,2,52.5000000000,
,,2015,1,7291.3000000000,
,0-4,2015,1,281.8000000000,
,10-14,2015,1,265.4000000000,
,15-19,2015,1,362.4000000000,
,20-24,2015,1,448.7000000000,
,25-29,2015,1,513.6000000000,
,30-34,2015,1,578.8000000000,
,35-39,2015,1,559.3000000000,
,40-44,2015,1,578.3000000000,
,45-49,2015,1,569.9000000000,
,5-9,2015,1,279.2000000000,
,50-54,2015,1,655.1000000000,
,55-59,2015,1,610.3000000000,
,60-64,2015,1,473.9000000000,
,65-69,2015,1,363.1000000000,
,70-74,2015,1,213.7000000000,
,75-79,2015,1,209.5000000000,
,80-84,2015,1,166.2000000000,
,85_and_over,2015,1,162.1000000000,
F,,2015,1,3925.7000000000,
F,0-4,2015,1,135.6000000000,
F,10-14,2015,1,129.4000000000,
F,15-19,2015,1,175.8000000000,
F,20-24,2015,1,226.1000000000,
F,25-29,2015,1,287.6000000000,
F,30-34,2015,1,345.0000000000,
F,35-39,2015,1,334.0000000000,
F,40-44,2015,1,339.1000000000,
F,45-49,2015,1,323.8000000000,
F,5-9,2015,1,134.2000000000,
F,50-54,2015,1,351.3000000000,
F,55-59,2015,1,309.4000000000,
F,60-64,2015,1,239.8000000000,
F,65-69,2015,1,182.8000000000,
F,70-74,2015,1,103.4000000000,
F,75-79,2015,1,108.3000000000,
F,80-84,2015,1,92.4000000000,
F,85_and_over,2015,1,107.7000000000,
M,,2015,1,3365.6000000000,
M,0-4,2015,1,146.2000000000,
M,10-14,2015,1,136.0000000000,
M,15-19,2015,1,186.6000000000,
M,20-24,2015,1,222.6000000000,
M,25-29,2015,1,226.0000000000,
M,30-34,2015,1,233.8000000000,
M,35-39,2015,1,225.3000000000,
M,40-44,2015,1,239.2000000000,
M,45-49,2015,1,246.1000000000,
M,5-9,2015,1,145.0000000000,
M,50-54,2015,1,303.8000000000,
M,55-59,2015,1,300.9000000000,
M,60-64,2015,1,234.1000000000,
M,65-69,2015,1,180.3000000000,
M,70-74,2015,1,110.3000000000,
M,75-79,2015,1,101.2000000000,
M,80-84,2015,1,73.8000000000,
M,85_and_over,2015,1,54.4000000000,
,,2015,2,7309.7000000000,
,0-4,2015,2,279.1000000000,
,10-14,2015,2,256.9000000000,
,15-19,2015,2,349.3000000000,
,20-24,2015,2,444.8000000000,
,25-29,2015,2,513.1000000000,
,30-34,2015,2,575.6000000000,
,35-39,2015,2,565.7000000000,
,40-44,2015,2,570.7000000000,
,45-49,2015,2,569.0000000000,
,5-9,2015,2,289.2000000000,
,50-54,2015,2,645.8000000000,
,55-59,2015,2,621.5000000000,
,60-64,2015,2,482.7000000000,
,65-69,2015,2,383.2000000000,
,70-74,2015,2,215.5000000000,
,75-79,2015,2,210.4000000000,
,80-84,2015,2,165.6000000000,
,85_and_over,2015,2,171.6000000000,
F,,2015,2,3941.1000000000,
F,0-4,2015,2,134.3000000000,
F,10-14,2015,2,125.4000000000,
F,15-19,2015,2,169.1000000000,
F,20-24,2015,2,224.2000000000,
F,25-29,2015,2,285.3000000000,
F,30-34,2015,2,343.5000000000,
F,35-39,2015,2,338.7000000000,
F,40-44,2015,2,334.9000000000,
F,45-49,2015,2,325.9000000000,
F,5-9,2015,2,139.3000000000,
F,50-54,2015,2,349.8000000000,
F,55-59,2015,2,315.3000000000,
F,60-64,2015,2,244.6000000000,
F,65-69,2015,2,192.8000000000,
F,70-74,2015,2,105.2000000000,
F,75-79,2015,2,107.8000000000,
F,80-84,2015,2,92.0000000000,
F,85_and_over,2015,2,113.0000000000,
M,,2015,2,3368.6000000000,
M,0-4,2015,2,144.8000000000,
M,10-14,2015,2,131.5000000000,
M,15-19,2015,2,180.2000000000,
M,20-24,2015,2,220.6000000000,
M,25-29,2015,2,227.8000000000,
M,30-34,2015,2,232.1000000000,
M,35-39,2015,2,227.0000000000,
M,40-44,2015,2,235.8000000000,
M,45-49,2015,2,243.1000000000,
M,5-9,2015,2,149.9000000000,
M,50-54,2015,2,296.0000000000,
M,55-59,2015,2,306.2000000000,
M,60-64,2015,2,238.1000000000,
M,65-69,2015,2,190.4000000000,
M,70-74,2015,2,110.3000000000,
M,75-79,2015,2,102.6000000000,
M,80-84,2015,2,73.6000000000,
M,85_and_over,2015,2,58.6000000000,
,,2016,1,7336.6000000000,
,0-4,2016,1,279.5000000000,
,10-14,2016,1,259.2000000000,
,15-19,2016,1,340.9000000000,
,20-24,2016,1,445.1000000000,
,25-29,2016,1,510.2000000000,
,30-34,2016,1,577.2000000000,
,35-39,2016,1,571.3000000000,
,40-44,2016,1,569.8000000000,
,45-49,2016,1,567.0000000000,
,5-9,2016,1,291.8000000000,
,50-54,2016,1,643.1000000000,
,55-59,2016,1,623.0000000000,
,60-64,2016,1,495.3000000000,
,65-69,2016,1,395.7000000000,
,70-74,2016,1,220.8000000000,
,75-79,2016,1,206.4000000000,
,80-84,2016,1,167.0000000000,
,85_and_over,2016,1,173.3000000000,
F,,2016,1,3961.2000000000,
F,0-4,2016,1,134.7000000000,
F,10-14,2016,1,126.9000000000,
F,15-19,2016,1,164.4000000000,
F,20-24,2016,1,224.8000000000,
F,25-29,2016,1,282.5000000000,
F,30-34,2016,1,344.2000000000,
F,35-39,2016,1,343.3000000000,
F,40-44,2016,1,335.2000000000,
F,45-49,2016,1,326.8000000000,
F,5-9,2016,1,140.6000000000,
F,50-54,2016,1,350.2000000000,
F,55-59,2016,1,316.2000000000,
F,60-64,2016,1,251.2000000000,
F,65-69,2016,1,199.2000000000,
F,70-74,2016,1,108.6000000000,
F,75-79,2016,1,105.2000000000,
F,80-84,2016,1,92.9000000000,
F,85_and_over,2016,1,114.3000000000,
M,,2016,1,3375.4000000000,
M,0-4,2016,1,144.8000000000,
M,10-14,2016,1,132.3000000000,
M,15-19,2016,1,176.5000000000,
M,20-24,2016,1,220.3000000000,
M,25-29,2016,1,227.7000000000,
M,30-34,2016,1,233.0000000000,
M,35-39,2016,1,228.0000000000,
M,40-44,2016,1,234.6000000000,
M,45-49,2016,1,240.2000000000,
M,5-9,2016,1,151.2000000000,
M,50-54,2016,1,292.9000000000,
M,55-59,2016,1,306.8000000000,
M,60-64,2016,1,244.1000000000,
M,65-69,2016,1,196.5000000000,
M,70-74,2016,1,112.2000000000,
M,75-79,2016,1,101.2000000000,
M,80-84,2016,1,74.1000000000,
M,85_and_over,2016,1,59.0000000000,
,,2016,2,7378.1000000000,
,0-4,2016,2,278.8000000000,
,10-14,2016,2,267.5000000000,
,15-19,2016,2,320.4000000000,
,20-24,2016,2,443.5000000000,
,25-29,2016,2,508.0000000000,
,30-34,2016,2,574.3000000000,
,35-39,2016,2,577.3000000000,
,40-44,2016,2,574.3000000000,
,45-49,2016,2,570.2000000000,
,5-9,2016,2,296.2000000000,
,50-54,2016,2,638.1000000000,
,55-59,2016,2,623.4000000000,
,60-64,2016,2,513.3000000000,
,65-69,2016,2,405.1000000000,
,70-74,2016,2,236.0000000000,
,75-79,2016,2,201.2000000000,
,80-84,2016,2,169.9000000000,
,85_and_over,2016,2,180.6000000000,
F,,2016,2,3987.6000000000,
F,0-4,2016,2,134.4000000000,
F,10-14,2016,2,130.8000000000,
F,15-19,2016,2,154.5000000000,
F,20-24,2016,2,224.2000000000,
F,25-29,2016,2,279.2000000000,
F,30-34,2016,2,343.0000000000,
F,35-39,2016,2,347.3000000000,
F,40-44,2016,2,338.7000000000,
F,45-49,2016,2,329.7000000000,
F,5-9,2016,2,142.0000000000,
F,50-54,2016,2,350.3000000000,
F,55-59,2016,2,317.7000000000,
F,60-64,2016,2,260.7000000000,
F,65-69,2016,2,204.1000000000,
F,70-74,2016,2,117.2000000000,
F,75-79,2016,2,101.6000000000,
F,80-84,2016,2,94.3000000000,
F,85_and_over,2016,2,117.9000000000,
M,,2016,2,3390.5000000000,
M,0-4,2016,2,144.4000000000,
M,10-14,2016,2,136.7000000000,
M,15-19,2016,2,165.9000000000,
M,20-24,2016,2,219.3000000000,
M,25-29,2016,2,228.8000000000,
M,30-34,2016,2,231.3000000000,
M,35-39,2016,2,230.0000000000,
M,40-44,2016,2,235.6000000000,
M,45-49,2016,2,240.5000000000,
M,5-9,2016,2,154.2000000000,
M,50-54,2016,2,287.8000000000,
